match_key,season,event_key,event_name,region,match_number,red_team_1,red_team_2,blue_team_1,blue_team_2,red_score,blue_score,score_diff,winner,is_playoff
1920-TX-E02-E-SF1-2,1920,1920-TX-E02,Mock Event E02,TX,2,4997,18211,7229,23665,273,235,38,red,True
1920-TX-E02-E-SF1-3,1920,1920-TX-E02,Mock Event E02,TX,3,4997,18211,7229,23665,253,243,10,red,True
1920-TX-E02-E-SF2-1,1920,1920-TX-E02,Mock Event E02,TX,1,6544,6892,21811,17357,247,256,-9,blue,True
1920-TX-E02-E-SF2-2,1920,1920-TX-E02,Mock Event E02,TX,2,6544,6892,21811,17357,237,232,5,red,True
1920-TX-E02-E-F-1,1920,1920-TX-E02,Mock Event E02,TX,1,4997,18211,6544,6892,240,251,-11,blue,True
1920-TX-E02-E-F-2,1920,1920-TX-E02,Mock Event E02,TX,2,4997,18211,6544,6892,263,226,37,red,True
1920-TX-E02-E-F-3,1920,1920-TX-E02,Mock Event E02,TX,3,4997,18211,6544,6892,272,241,31,red,True
1920-TX-E03-Q-001,1920,1920-TX-E03,Mock Event E03,TX,1,1530,20017,14885,20402,221,215,6,red,False
1920-TX-E03-Q-002,1920,1920-TX-E03,Mock Event E03,TX,2,5937,20503,19463,11910,105,157,-52,blue,False
1920-TX-E03-Q-003,1920,1920-TX-E03,Mock Event E03,TX,3,5834,19463,20503,22097,200,182,18,red,False
1920-TX-E03-Q-004,1920,1920-TX-E03,Mock Event E03,TX,4,20402,23476,3474,7690,199,161,38,red,False
1920-TX-E03-Q-005,1920,1920-TX-E03,Mock Event E03,TX,5,2686,1530,1408,18301,180,146,34,red,False
1920-TX-E03-Q-006,1920,1920-TX-E03,Mock Event E03,TX,6,5834,7483,11910,1408,186,149,37,red,False
1920-TX-E03-Q-007,1920,1920-TX-E03,Mock Event E03,TX,7,22097,20017,14885,11910,233,189,44,red,False
1920-TX-E03-Q-008,1920,1920-TX-E03,Mock Event E03,TX,8,20503,5383,5834,7690,120,209,-89,blue,False
1920-TX-E03-Q-009,1920,1920-TX-E03,Mock Event E03,TX,9,5937,1408,3474,20402,86,147,-61,blue,False
1920-TX-E03-Q-010,1920,1920-TX-E03,Mock Event E03,TX,10,20402,14885,7483,10542,194,54,140,red,False
1920-TX-E03-Q-011,1920,1920-TX-E03,Mock Event E03,TX,11,2686,18301,5383,5834,206,125,81,red,False
1920-TX-E03-Q-012,1920,1920-TX-E03,Mock Event E03,TX,12,18301,11910,1408,14300,160,177,-17,blue,False
1920-TX-E03-Q-013,1920,1920-TX-E03,Mock Event E03,TX,13,10542,20017,14885,22097,105,207,-102,blue,False
1920-TX-E03-Q-014,1920,1920-TX-E03,Mock Event E03,TX,14,23476,2686,5834,20017,212,231,-19,blue,False
1920-TX-E03-Q-015,1920,1920-TX-E03,Mock Event E03,TX,15,20503,22097,19463,11910,145,172,-27,blue,False
1920-TX-E03-Q-016,1920,1920-TX-E03,Mock Event E03,TX,16,10542,7483,11910,5937,55,130,-75,blue,False
1920-TX-E03-Q-017,1920,1920-TX-E03,Mock Event E03,TX,17,20402,18301,1408,22097,202,199,3,red,False
1920-TX-E03-Q-018,1920,1920-TX-E03,Mock Event E03,TX,18,7483,1530,10542,14300,132,165,-33,blue,False
1920-TX-E03-Q-019,1920,1920-TX-E03,Mock Event E03,TX,19,18301,19463,2686,5834,207,234,-27,blue,False
1920-TX-E03-Q-020,1920,1920-TX-E03,Mock Event E03,TX,20,18301,5834,2686,20402,232,261,-29,blue,False
1920-TX-E03-Q-021,1920,1920-TX-E03,Mock Event E03,TX,21,7483,5530,14885,22097,122,224,-102,blue,False
1920-TX-E03-Q-022,1920,1920-TX-E03,Mock Event E03,TX,22,14300,18485,23476,2686,250,236,14,red,False
1920-TX-E03-Q-023,1920,1920-TX-E03,Mock Event E03,TX,23,11910,20017,5834,14300,197,237,-40,blue,False
1920-TX-E03-Q-024,1920,1920-TX-E03,Mock Event E03,TX,24,5834,5530,22097,5937,142,183,-41,blue,False
1920-TX-E03-Q-025,1920,1920-TX-E03,Mock Event E03,TX,25,2686,5937,19463,18301,197,144,53,red,False
1920-TX-E03-Q-026,1920,1920-TX-E03,Mock Event E03,TX,26,10542,5834,20402,18301,111,174,-63,blue,False
1920-TX-E03-Q-027,1920,1920-TX-E03,Mock Event E03,TX,27,5937,19463,20503,5834,149,185,-36,blue,False
1920-TX-E03-E-SF1-1,1920,1920-TX-E03,Mock Event E03,TX,1,14300,20017,2686,23476,236,263,-27,blue,True
1920-TX-E03-E-SF1-2,1920,1920-TX-E03,Mock Event E03,TX,2,14300,20017,2686,23476,253,281,-28,blue,True
1920-TX-E03-E-SF2-1,1920,1920-TX-E03,Mock Event E03,TX,1,18485,7690,22097,20402,244,250,-6,blue,True
1920-TX-E03-E-SF2-2,1920,1920-TX-E03,Mock Event E03,TX,2,18485,7690,22097,20402,229,258,-29,blue,True
1920-TX-E03-E-F-1,1920,1920-TX-E03,Mock Event E03,TX,1,14300,20017,18485,7690,257,234,23,red,True
1920-TX-E03-E-F-2,1920,1920-TX-E03,Mock Event E03,TX,2,14300,20017,18485,7690,257,216,41,red,True
1920-TX-E03-E-F-3,1920,1920-TX-E03,Mock Event E03,TX,3,14300,20017,18485,7690,259,222,37,red,True
2021-TX-E04-Q-001,2021,2021-TX-E04,Mock Event E04,TX,1,2760,24767,19651,2217,114,177,-63,blue,False
2021-TX-E04-Q-002,2021,2021-TX-E04,Mock Event E04,TX,2,2217,19651,5399,9504,175,188,-13,blue,False
2021-TX-E04-Q-003,2021,2021-TX-E04,Mock Event E04,TX,3,8319,11119,7611,5491,189,135,54,red,False
2021-TX-E04-Q-004,2021,2021-TX-E04,Mock Event E04,TX,4,19350,3335,2217,8319,175,179,-4,blue,False
2021-TX-E04-Q-005,2021,2021-TX-E04,Mock Event E04,TX,5,7611,16688,3275,11119,160,204,-44,blue,False
2021-TX-E04-Q-006,2021,2021-TX-E04,Mock Event E04,TX,6,11339,2760,19651,5399,226,180,46,red,False
2021-TX-E04-Q-007,2021,2021-TX-E04,Mock Event E04,TX,7,11119,19350,11339,2217,149,262,-113,blue,False
2021-TX-E04-Q-008,2021,2021-TX-E04,Mock Event E04,TX,8,5491,3275,11339,2217,213,274,-61,blue,False
2021-TX-E04-Q-009,2021,2021-TX-E04,Mock Event E04,TX,9,5491,19114,3275,19407,196,212,-16,blue,False
2021-TX-E04-Q-010,2021,2021-TX-E04,Mock Event E04,TX,10,19407,16688,11119,19350,142,170,-28,blue,False
2021-TX-E04-Q-011,2021,2021-TX-E04,Mock Event E04,TX,11,5491,8957,2760,11339,191,208,-17,blue,False
2021-TX-E04-Q-012,2021,2021-TX-E04,Mock Event E04,TX,12,11339,2760,5399,19651,174,180,-6,blue,False
2021-TX-E04-Q-013,2021,2021-TX-E04,Mock Event E04,TX,13,19407,8957,2217,11339,198,276,-78,blue,False
2021-TX-E04-Q-014,2021,2021-TX-E04,Mock Event E04,TX,14,11339,2217,3335,5399,261,183,78,red,False
2021-TX-E04-Q-015,2021,2021-TX-E04,Mock Event E04,TX,15,19114,9504,19350,16688,215,105,110,red,False
2021-TX-E04-Q-016,2021,2021-TX-E04,Mock Event E04,TX,16,3275,2760,8319,19407,196,153,43,red,False
2021-TX-E04-Q-017,2021,2021-TX-E04,Mock Event E04,TX,17,18751,11119,3275,2760,210,207,3,red,False
2021-TX-E04-Q-018,2021,2021-TX-E04,Mock Event E04,TX,18,24767,16688,9504,2217,109,212,-103,blue,False
2021-TX-E04-Q-019,2021,2021-TX-E04,Mock Event E04,TX,19,11119,19651,19407,18751,191,199,-8,blue,False
2021-TX-E04-Q-020,2021,2021-TX-E04,Mock Event E04,TX,20,9504,2217,22159,3335,238,183,55,red,False
2021-TX-E04-Q-021,2021,2021-TX-E04,Mock Event E04,TX,21,7611,8319,19114,14171,182,193,-11,blue,False
2021-TX-E04-Q-022,2021,2021-TX-E04,Mock Event E04,TX,22,22159,19407,18751,2217,165,238,-73,blue,False
2021-TX-E04-Q-023,2021,2021-TX-E04,Mock Event E04,TX,23,11339,16688,8957,11119,219,157,62,red,False
2021-TX-E04-Q-024,2021,2021-TX-E04,Mock Event E04,TX,24,8319,14171,11339,19651,148,171,-23,blue,False
2021-TX-E04-Q-025,2021,2021-TX-E04,Mock Event E04,TX,25,24767,11119,3335,19407,163,182,-19,blue,False
2021-TX-E04-Q-026,2021,2021-TX-E04,Mock Event E04,TX,26,24767,5399,2217,7611,137,155,-18,blue,False
2021-TX-E04-E-SF1-1,2021,2021-TX-E04,Mock Event E04,TX,1,3275,22159,8957,2217,253,241,12,red,True
2021-TX-E04-E-SF1-2,2021,2021-TX-E04,Mock Event E04,TX,2,3275,22159,8957,2217,239,215,24,red,True
2021-TX-E04-E-SF2-1,2021,2021-TX-E04,Mock Event E04,TX,1,11339,19114,18751,9504,266,245,21,red,True
2021-TX-E04-E-SF2-2,2021,2021-TX-E04,Mock Event E04,TX,2,11339,19114,18751,9504,275,241,34,red,True
2021-TX-E04-E-F-1,2021,2021-TX-E04,Mock Event E04,TX,1,3275,22159,11339,19114,269,276,-7,blue,True
2021-TX-E04-E-F-2,2021,2021-TX-E04,Mock Event E04,TX,2,3275,22159,11339,19114,283,246,37,red,True
2021-TX-E03-Q-001,2021,2021-TX-E03,Mock Event E03,TX,1,11806,21762,10302,14699,278,251,27,red,False
2021-TX-E03-Q-002,2021,2021-TX-E03,Mock Event E03,TX,2,14699,21864,14836,16643,223,198,25,red,False
2021-TX-E03-Q-003,2021,2021-TX-E03,Mock Event E03,TX,3,12601,17533,14691,24927,167,140,27,red,False
2021-TX-E03-Q-004,2021,2021-TX-E03,Mock Event E03,TX,4,5892,2714,1222,17533,282,204,78,red,False
2021-TX-E03-Q-005,2021,2021-TX-E03,Mock Event E03,TX,5,9351,12646,21762,24300,208,174,34,red,False
2021-TX-E03-Q-006,2021,2021-TX-E03,Mock Event E03,TX,6,19635,8543,16367,1222,144,152,-8,blue,False
2021-TX-E03-Q-007,2021,2021-TX-E03,Mock Event E03,TX,7,2714,14699,14749,24300,265,117,148,red,False
2021-TX-E03-Q-008,2021,2021-TX-E03,Mock Event E03,TX,8,24300,23891,2714,16643,121,239,-118,blue,False
2021-TX-E03-Q-009,2021,2021-TX-E03,Mock Event E03,TX,9,21003,16367,2639,5545,169,136,33,red,False
2021-TX-E03-Q-010,2021,2021-TX-E03,Mock Event E03,TX,10,24300,5545,3318,12601,167,100,67,red,False
2021-TX-E03-Q-011,2021,2021-TX-E03,Mock Event E03,TX,11,21003,24927,12601,3318,110,63,47,red,False
2021-TX-E03-Q-012,2021,2021-TX-E03,Mock Event E03,TX,12,14691,19635,9351,11806,162,246,-84,blue,False
2021-TX-E03-Q-013,2021,2021-TX-E03,Mock Event E03,TX,13,23891,19635,9351,2639,110,180,-70,blue,False
2021-TX-E03-Q-014,2021,2021-TX-E03,Mock Event E03,TX,14,12601,5892,14836,14315,173,147,26,red,False
2021-TX-E03-Q-015,2021,2021-TX-E03,Mock Event E03,TX,15,8543,23891,21003,14691,168,197,-29,blue,False
2021-TX-E03-Q-016,2021,2021-TX-E03,Mock Event E03,TX,16,5545,2714,14699,14836,170,234,-64,blue,False
2021-TX-E03-Q-017,2021,2021-TX-E03,Mock Event E03,TX,17,5545,16643,5892,14749,145,147,-2,blue,False
2021-TX-E03-Q-018,2021,2021-TX-E03,Mock Event E03,TX,18,16367,12646,2714,5892,141,226,-85,blue,False
2021-TX-E03-Q-019,2021,2021-TX-E03,Mock Event E03,TX,19,12601,2714,16643,14836,188,163,25,red,False
2021-TX-E03-Q-020,2021,2021-TX-E03,Mock Event E03,TX,20,2714,16643,1222,3318,239,142,97,red,False
2021-TX-E03-Q-021,2021,2021-TX-E03,Mock Event E03,TX,21,17533,14315,12601,21864,156,109,47,red,False
2021-TX-E03-Q-022,2021,2021-TX-E03,Mock Event E03,TX,22,5545,1222,24300,2714,187,222,-35,blue,False
2021-TX-E03-Q-023,2021,2021-TX-E03,Mock Event E03,TX,23,12601,21003,23891,5892,138,157,-19,blue,False
2021-TX-E03-Q-024,2021,2021-TX-E03,Mock Event E03,TX,24,5892,19635,21003,14691,145,166,-21,blue,False
2021-TX-E03-Q-025,2021,2021-TX-E03,Mock Event E03,TX,25,21003,21864,14749,24927,181,77,104,red,False
2021-TX-E03-Q-026,2021,2021-TX-E03,Mock Event E03,TX,26,12601,21864,14691,24300,134,187,-53,blue,False
2021-TX-E03-Q-027,2021,2021-TX-E03,Mock Event E03,TX,27,14691,5892,8543,24927,207,153,54,red,False
2021-TX-E03-Q-028,2021,2021-TX-E03,Mock Event E03,TX,28,5545,12601,24927,2714,82,154,-72,blue,False
2021-TX-E03-Q-029,2021,2021-TX-E03,Mock Event E03,TX,29,24927,21864,1222,5892,118,303,-185,blue,False
2021-TX-E03-Q-030,2021,2021-TX-E03,Mock Event E03,TX,30,21003,2639,8543,14691,105,246,-141,blue,False
2021-TX-E03-Q-031,2021,2021-TX-E03,Mock Event E03,TX,31,24927,12646,1222,5545,176,142,34,red,False
2021-TX-E03-Q-032,2021,2021-TX-E03,Mock Event E03,TX,32,23891,21003,17533,19635,139,144,-5,blue,False
2021-TX-E03-Q-033,2021,2021-TX-E03,Mock Event E03,TX,33,23891,19635,16367,21762,77,227,-150,blue,False
2021-TX-E03-E-SF1-1,2021,2021-TX-E03,Mock Event E03,TX,1,14699,10302,21762,17533,272,239,33,red,True
2021-TX-E03-E-SF1-2,2021,2021-TX-E03,Mock Event E03,TX,2,14699,10302,21762,17533,237,231,6,red,True
2021-TX-E03-E-SF1-3,2021,2021-TX-E03,Mock Event E03,TX,3,14699,10302,21762,17533,268,267,1,red,True
2021-TX-E03-E-SF2-1,2021,2021-TX-E03,Mock Event E03,TX,1,2714,5892,9351,16643,234,263,-29,blue,True
2021-TX-E03-E-SF2-2,2021,2021-TX-E03,Mock Event E03,TX,2,2714,5892,9351,16643,246,224,22,red,True
2021-TX-E03-E-F-1,2021,2021-TX-E03,Mock Event E03,TX,1,14699,10302,2714,5892,250,231,19,red,True
2021-TX-E03-E-F-2,2021,2021-TX-E03,Mock Event E03,TX,2,14699,10302,2714,5892,268,252,16,red,True
2021-TX-E03-E-F-3,2021,2021-TX-E03,Mock Event E03,TX,3,14699,10302,2714,5892,263,251,12,red,True
2021-TX-E02-Q-001,2021,2021-TX-E02,Mock Event E02,TX,1,18374,9428,12905,24841,302,263,39,red,False
2021-TX-E02-Q-002,2021,2021-TX-E02,Mock Event E02,TX,2,6451,17682,23204,9428,130,270,-140,blue,False
2021-TX-E02-Q-003,2021,2021-TX-E02,Mock Event E02,TX,3,24841,16724,8885,6451,184,154,30,red,False
2021-TX-E02-Q-004,2021,2021-TX-E02,Mock Event E02,TX,4,9152,8885,24841,18899,159,289,-130,blue,False
2021-TX-E02-Q-005,2021,2021-TX-E02,Mock Event E02,TX,5,1786,18751,6451,18899,170,298,-128,blue,False
2021-TX-E02-Q-006,2021,2021-TX-E02,Mock Event E02,TX,6,3124,2780,8364,18899,174,266,-92,blue,False
2021-TX-E02-Q-007,2021,2021-TX-E02,Mock Event E02,TX,7,2780,2365,24841,9428,179,273,-94,blue,False
2021-TX-E02-Q-008,2021,2021-TX-E02,Mock Event E02,TX,8,16724,6034,18899,10747,152,225,-73,blue,False
2021-TX-E02-Q-009,2021,2021-TX-E02,Mock Event E02,TX,9,1786,10747,24841,18374,174,254,-80,blue,False
2021-TX-E02-Q-010,2021,2021-TX-E02,Mock Event E02,TX,10,18751,1786,6034,18899,188,184,4,red,False
2021-TX-E02-Q-011,2021,2021-TX-E02,Mock Event E02,TX,11,6034,23204,18899,1786,219,198,21,red,False
2021-TX-E02-Q-012,2021,2021-TX-E02,Mock Event E02,TX,12,9428,6034,1786,3124,178,105,73,red,False
2021-TX-E02-Q-013,2021,2021-TX-E02,Mock Event E02,TX,13,21987,10747,2780,6451,119,183,-64,blue,False
2021-TX-E02-Q-014,2021,2021-TX-E02,Mock Event E02,TX,14,16724,24841,8364,10465,187,150,37,red,False
2021-TX-E02-Q-015,2021,2021-TX-E02,Mock Event E02,TX,15,9152,23204,8885,6034,268,154,114,red,False
2021-TX-E02-Q-016,2021,2021-TX-E02,Mock Event E02,TX,16,24841,18588,2365,8364,185,235,-50,blue,False
2021-TX-E02-Q-017,2021,2021-TX-E02,Mock Event E02,TX,17,9152,6034,2780,9428,152,202,-50,blue,False
2021-TX-E02-Q-018,2021,2021-TX-E02,Mock Event E02,TX,18,18588,9428,6451,8885,213,180,33,red,False
2021-TX-E02-Q-019,2021,2021-TX-E02,Mock Event E02,TX,19,2365,6034,6451,8364,181,269,-88,blue,False
2021-TX-E02-Q-020,2021,2021-TX-E02,Mock Event E02,TX,20,18751,8885,23204,16724,217,195,22,red,False
2021-TX-E02-Q-021,2021,2021-TX-E02,Mock Event E02,TX,21,9152,10465,2365,8275,112,174,-62,blue,False
2021-TX-E02-Q-022,2021,2021-TX-E02,Mock Event E02,TX,22,18751,17682,9428,1786,140,202,-62,blue,False
2021-TX-E02-Q-023,2021,2021-TX-E02,Mock Event E02,TX,23,1786,3124,10465,23204,130,233,-103,blue,False
2021-TX-E02-Q-024,2021,2021-TX-E02,Mock Event E02,TX,24,16252,12905,8275,10747,223,103,120,red,False
2021-TX-E02-Q-025,2021,2021-TX-E02,Mock Event E02,TX,25,12905,3124,10465,18374,184,147,37,red,False
2021-TX-E02-Q-026,2021,2021-TX-E02,Mock Event E02,TX,26,8275,10465,24841,21987,98,124,-26,blue,False
2021-TX-E02-Q-027,2021,2021-TX-E02,Mock Event E02,TX,27,10465,6034,21987,16724,90,105,-15,blue,False
2021-TX-E02-Q-028,2021,2021-TX-E02,Mock Event E02,TX,28,10747,9152,16252,21987,181,117,64,red,False
2021-TX-E02-Q-029,2021,2021-TX-E02,Mock Event E02,TX,29,16252,6451,18751,10747,212,182,30,red,False
2021-TX-E02-Q-030,2021,2021-TX-E02,Mock Event E02,TX,30,9428,3124,23204,18588,219,181,38,red,False
2021-TX-E02-E-SF1-1,2021,2021-TX-E02,Mock Event E02,TX,1,9428,18751,23204,2365,298,299,-1,blue,True
2021-TX-E02-E-SF1-2,2021,2021-TX-E02,Mock Event E02,TX,2,9428,18751,23204,2365,257,283,-26,blue,True
2021-TX-E02-E-SF1-3,2021,2021-TX-E02,Mock Event E02,TX,3,9428,18751,23204,2365,274,297,-23,blue,True
2021-TX-E02-E-SF2-1,2021,2021-TX-E02,Mock Event E02,TX,1,18374,16252,18899,8364,296,277,19,red,True
2021-TX-E02-E-SF2-2,2021,2021-TX-E02,Mock Event E02,TX,2,18374,16252,18899,8364,271,271,0,blue,True
2021-TX-E02-E-SF2-3,2021,2021-TX-E02,Mock Event E02,TX,3,18374,16252,18899,8364,256,292,-36,blue,True
2021-TX-E02-E-F-1,2021,2021-TX-E02,Mock Event E02,TX,1,9428,18751,18374,16252,288,247,41,red,True
2021-TX-E02-E-F-2,2021,2021-TX-E02,Mock Event E02,TX,2,9428,18751,18374,16252,261,250,11,red,True
2021-TX-E02-E-F-3,2021,2021-TX-E02,Mock Event E02,TX,3,9428,18751,18374,16252,269,284,-15,blue,True
2021-TX-E01-Q-001,2021,2021-TX-E01,Mock Event E01,TX,1,2908,20791,9874,23460,134,183,-49,blue,False
2021-TX-E01-Q-002,2021,2021-TX-E01,Mock Event E01,TX,2,7586,7252,2349,14305,161,174,-13,blue,False
2021-TX-E01-Q-003,2021,2021-TX-E01,Mock Event E01,TX,3,21018,14305,1590,8643,204,171,33,red,False
2021-TX-E01-Q-004,2021,2021-TX-E01,Mock Event E01,TX,4,23460,15489,4304,14305,178,228,-50,blue,False
2021-TX-E01-Q-005,2021,2021-TX-E01,Mock Event E01,TX,5,10800,23517,5583,9874,184,222,-38,blue,False
2021-TX-E01-Q-006,2021,2021-TX-E01,Mock Event E01,TX,6,2506,2349,15489,5583,143,228,-85,blue,False
2021-TX-E01-Q-007,2021,2021-TX-E01,Mock Event E01,TX,7,20791,7009,9582,8451,110,179,-69,blue,False
2021-TX-E01-Q-008,2021,2021-TX-E01,Mock Event E01,TX,8,8643,2506,11878,9582,175,241,-66,blue,False
2021-TX-E01-Q-009,2021,2021-TX-E01,Mock Event E01,TX,9,3755,7613,8643,7009,222,175,47,red,False
2021-TX-E01-Q-010,2021,2021-TX-E01,Mock Event E01,TX,10,1590,5583,20791,21018,152,121,31,red,False
2021-TX-E01-Q-011,2021,2021-TX-E01,Mock Event E01,TX,11,2908,2728,7613,8643,189,219,-30,blue,False
2021-TX-E01-Q-012,2021,2021-TX-E01,Mock Event E01,TX,12,9874,7252,5583,7586,185,224,-39,blue,False
2021-TX-E01-Q-013,2021,2021-TX-E01,Mock Event E01,TX,13,8451,7009,14305,11878,100,259,-159,blue,False
2021-TX-E01-Q-014,2021,2021-TX-E01,Mock Event E01,TX,14,18768,7009,8451,20791,139,146,-7,blue,False
2021-TX-E01-Q-015,2021,2021-TX-E01,Mock Event E01,TX,15,24577,18579,7586,9582,61,278,-217,blue,False
2021-TX-E01-Q-016,2021,2021-TX-E01,Mock Event E01,TX,16,7586,20791,1590,10800,202,154,48,red,False
2021-TX-E01-Q-017,2021,2021-TX-E01,Mock Event E01,TX,17,24577,23460,11878,9582,116,267,-151,blue,False
2021-TX-E01-Q-018,2021,2021-TX-E01,Mock Event E01,TX,18,2349,7586,3755,7009,190,184,6,red,False
2021-TX-E01-Q-019,2021,2021-TX-E01,Mock Event E01,TX,19,14305,11878,2728,23517,235,216,19,red,False
2021-TX-E01-Q-020,2021,2021-TX-E01,Mock Event E01,TX,20,9874,8451,20791,11878,148,169,-21,blue,False
2021-TX-E01-Q-021,2021,2021-TX-E01,Mock Event E01,TX,21,7252,9582,15489,24577,170,161,9,red,False
2021-TX-E01-Q-022,2021,2021-TX-E01,Mock Event E01,TX,22,14305,23517,10800,9874,184,223,-39,blue,False
2021-TX-E01-Q-023,2021,2021-TX-E01,Mock Event E01,TX,23,5583,9582,7009,7252,197,115,82,red,False
2021-TX-E01-Q-024,2021,2021-TX-E01,Mock Event E01,TX,24,2728,18579,23517,9874,208,202,6,red,False
2021-TX-E01-Q-025,2021,2021-TX-E01,Mock Event E01,TX,25,7613,8451,17099,1590,167,149,18,red,False
2021-TX-E01-Q-026,2021,2021-TX-E01,Mock Event E01,TX,26,5583,2349,1590,7613,198,164,34,red,False
2021-TX-E01-Q-027,2021,2021-TX-E01,Mock Event E01,TX,27,9582,5583,20791,11878,227,182,45,red,False
2021-TX-E01-Q-028,2021,2021-TX-E01,Mock Event E01,TX,28,2728,23517,2349,23460,202,160,42,red,False
2021-TX-E01-Q-029,2021,2021-TX-E01,Mock Event E01,TX,29,15831,7613,10800,8643,194,243,-49,blue,False
2021-TX-E01-Q-030,2021,2021-TX-E01,Mock Event E01,TX,30,9582,2908,7252,17099,176,189,-13,blue,False
2021-TX-E01-Q-031,2021,2021-TX-E01,Mock Event E01,TX,31,18768,1590,24577,14305,106,152,-46,blue,False
2021-TX-E01-Q-032,2021,2021-TX-E01,Mock Event E01,TX,32,7586,11878,5583,23460,267,184,83,red,False
2021-TX-E01-Q-033,2021,2021-TX-E01,Mock Event E01,TX,33,1590,18768,8451,17099,118,174,-56,blue,False
2021-TX-E01-Q-034,2021,2021-TX-E01,Mock Event E01,TX,34,23517,5583,7586,21018,153,190,-37,blue,False
2021-TX-E01-Q-035,2021,2021-TX-E01,Mock Event E01,TX,35,15489,10800,17099,2728,215,227,-12,blue,False
2021-TX-E01-Q-036,2021,2021-TX-E01,Mock Event E01,TX,36,21018,7613,7586,9582,215,227,-12,blue,False
2021-TX-E01-Q-037,2021,2021-TX-E01,Mock Event E01,TX,37,8451,14305,5583,11878,151,236,-85,blue,False
2021-TX-E01-E-SF1-1,2021,2021-TX-E01,Mock Event E01,TX,1,4304,7613,17099,9582,275,266,9,red,True
2021-TX-E01-E-SF1-2,2021,2021-TX-E01,Mock Event E01,TX,2,4304,7613,17099,9582,257,245,12,red,True
2021-TX-E01-E-SF2-1,2021,2021-TX-E01,Mock Event E01,TX,1,11878,2728,7586,10800,256,289,-33,blue,True
2021-TX-E01-E-SF2-2,2021,2021-TX-E01,Mock Event E01,TX,2,11878,2728,7586,10800,246,263,-17,blue,True
2021-TX-E01-E-F-1,2021,2021-TX-E01,Mock Event E01,TX,1,4304,7613,11878,2728,286,252,34,red,True
2021-TX-E01-E-F-2,2021,2021-TX-E01,Mock Event E01,TX,2,4304,7613,11878,2728,233,242,-9,blue,True
2021-TX-E01-E-F-3,2021,2021-TX-E01,Mock Event E01,TX,3,4304,7613,11878,2728,282,277,5,red,True
2122-TX-E01-Q-001,2122,2122-TX-E01,Mock Event E01,TX,1,20616,21145,13185,5870,173,177,-4,blue,False
2122-TX-E01-Q-002,2122,2122-TX-E01,Mock Event E01,TX,2,1705,21145,5040,6376,265,127,138,red,False
2122-TX-E01-Q-003,2122,2122-TX-E01,Mock Event E01,TX,3,13185,8088,1705,10282,180,236,-56,blue,False
2122-TX-E01-Q-004,2122,2122-TX-E01,Mock Event E01,TX,4,17306,5040,13185,20616,165,95,70,red,False
2122-TX-E01-Q-005,2122,2122-TX-E01,Mock Event E01,TX,5,8088,6376,21145,5040,191,158,33,red,False
2122-TX-E01-Q-006,2122,2122-TX-E01,Mock Event E01,TX,6,17306,1705,20616,5870,173,164,9,red,False
2122-TX-E01-Q-007,2122,2122-TX-E01,Mock Event E01,TX,7,5040,13185,5870,8088,136,202,-66,blue,False
2122-TX-E01-Q-008,2122,2122-TX-E01,Mock Event E01,TX,8,1705,4732,5040,17306,137,74,63,red,False
2122-TX-E01-Q-009,2122,2122-TX-E01,Mock Event E01,TX,9,5040,13185,6376,5870,120,242,-122,blue,False
2122-TX-E01-Q-010,2122,2122-TX-E01,Mock Event E01,TX,10,21145,4732,20616,17306,165,104,61,red,False
2122-TX-E01-Q-011,2122,2122-TX-E01,Mock Event E01,TX,11,5870,1705,8088,20616,222,175,47,red,False
2122-TX-E01-Q-012,2122,2122-TX-E01,Mock Event E01,TX,12,5870,11296,10282,4732,195,164,31,red,False
2122-TX-E01-Q-013,2122,2122-TX-E01,Mock Event E01,TX,13,1705,5040,21145,20616,109,122,-13,blue,False
2122-TX-E01-Q-014,2122,2122-TX-E01,Mock Event E01,TX,14,4732,11296,5870,17306,182,194,-12,blue,False
2122-TX-E01-Q-015,2122,2122-TX-E01,Mock Event E01,TX,15,11296,4732,8088,20616,175,135,40,red,False
2122-TX-E01-E-SF1-1,2122,2122-TX-E01,Mock Event E01,TX,1,6376,17306,21145,5870,230,240,-10,blue,True
2122-TX-E01-E-SF1-2,2122,2122-TX-E01,Mock Event E01,TX,2,6376,17306,21145,5870,205,230,-25,blue,True
2122-TX-E01-E-SF1-3,2122,2122-TX-E01,Mock Event E01,TX,3,6376,17306,21145,5870,256,218,38,red,True
2122-TX-E01-E-SF2-1,2122,2122-TX-E01,Mock Event E01,TX,1,10282,13185,11296,1705,231,245,-14,blue,True
2122-TX-E01-E-SF2-2,2122,2122-TX-E01,Mock Event E01,TX,2,10282,13185,11296,1705,217,221,-4,blue,True
2122-TX-E01-E-F-1,2122,2122-TX-E01,Mock Event E01,TX,1,6376,17306,10282,13185,227,235,-8,blue,True
2122-TX-E01-E-F-2,2122,2122-TX-E01,Mock Event E01,TX,2,6376,17306,10282,13185,235,242,-7,blue,True
2122-TX-E01-E-F-3,2122,2122-TX-E01,Mock Event E01,TX,3,6376,17306,10282,13185,187,239,-52,blue,True
2122-TX-E04-Q-001,2122,2122-TX-E04,Mock Event E04,TX,1,10697,1944,10056,15573,187,215,-28,blue,False
2122-TX-E04-Q-002,2122,2122-TX-E04,Mock Event E04,TX,2,5931,9099,10056,21750,204,118,86,red,False
