team_number,season,event_key,match_number,elo_before,elo_after,elo_change
23476,1920,1920-TX-E03,22,1528.1,1509.1,-19.0
2686,1920,1920-TX-E03,22,1574.6,1555.6,-19.0
11910,1920,1920-TX-E03,23,1501.4,1487.0,-14.4
20017,1920,1920-TX-E03,23,1542.5,1528.1,-14.4
5834,1920,1920-TX-E03,23,1550.2,1564.6,14.4
14300,1920,1920-TX-E03,23,1563.2,1577.6,14.4
5834,1920,1920-TX-E03,24,1564.6,1547.8,-16.8
5530,1920,1920-TX-E03,24,1485.1,1468.3,-16.8
22097,1920,1920-TX-E03,24,1529.4,1546.2,16.8
5937,1920,1920-TX-E03,24,1485.7,1502.5,16.8
2686,1920,1920-TX-E03,25,1555.6,1570.4,14.75
5937,1920,1920-TX-E03,25,1502.5,1517.2,14.75
19463,1920,1920-TX-E03,25,1533.0,1518.2,-14.75
18301,1920,1920-TX-E03,25,1470.7,1455.9,-14.75
10542,1920,1920-TX-E03,26,1468.2,1452.8,-15.37
5834,1920,1920-TX-E03,26,1547.8,1532.4,-15.37
20402,1920,1920-TX-E03,26,1587.6,1602.9,15.37
18301,1920,1920-TX-E03,26,1455.9,1471.3,15.37
5937,1920,1920-TX-E03,27,1517.2,1499.7,-17.55
19463,1920,1920-TX-E03,27,1518.2,1500.7,-17.55
20503,1920,1920-TX-E03,27,1435.6,1453.1,17.55
5834,1920,1920-TX-E03,27,1532.4,1550.0,17.55
22373,1920,1920-TX-E04,1,1500.0,1484.0,-16.0
12704,1920,1920-TX-E04,1,1500.0,1484.0,-16.0
3589,1920,1920-TX-E04,1,1500.0,1516.0,16.0
6354,1920,1920-TX-E04,1,1500.0,1516.0,16.0
12704,1920,1920-TX-E04,1,1484.0,1500.7,16.74
19238,1920,1920-TX-E04,1,1500.0,1516.7,16.74
3589,1920,1920-TX-E04,1,1516.0,1499.3,-16.74
5857,1920,1920-TX-E04,1,1500.0,1483.3,-16.74
13340,1920,1920-TX-E04,1,1500.0,1484.4,-15.63
13137,1920,1920-TX-E04,1,1500.0,1484.4,-15.63
12291,1920,1920-TX-E04,1,1500.0,1515.6,15.63
6354,1920,1920-TX-E04,1,1516.0,1531.6,15.63
12704,1920,1920-TX-E04,1,1500.7,1515.6,14.88
19238,1920,1920-TX-E04,1,1516.7,1531.6,14.88
13340,1920,1920-TX-E04,1,1484.4,1469.5,-14.88
13137,1920,1920-TX-E04,1,1484.4,1469.5,-14.88
22373,1920,1920-TX-E04,2,1484.0,1468.4,-15.65
12704,1920,1920-TX-E04,2,1515.6,1500.0,-15.65
5857,1920,1920-TX-E04,2,1483.3,1498.9,15.65
6354,1920,1920-TX-E04,2,1531.6,1547.3,15.65
12704,1920,1920-TX-E04,2,1500.0,1515.2,15.23
19238,1920,1920-TX-E04,2,1531.6,1546.8,15.23
3589,1920,1920-TX-E04,2,1499.3,1484.0,-15.23
5857,1920,1920-TX-E04,2,1498.9,1483.7,-15.23
13340,1920,1920-TX-E04,2,1469.5,1456.3,-13.18
13137,1920,1920-TX-E04,2,1469.5,1456.3,-13.18
12291,1920,1920-TX-E04,2,1515.6,1528.8,13.18
6354,1920,1920-TX-E04,2,1547.3,1560.5,13.18
12704,1920,1920-TX-E04,2,1515.2,1527.8,12.61
19238,1920,1920-TX-E04,2,1546.8,1559.5,12.61
13340,1920,1920-TX-E04,2,1456.3,1443.7,-12.61
13137,1920,1920-TX-E04,2,1456.3,1443.7,-12.61
12704,1920,1920-TX-E04,3,1527.8,1545.1,17.32
13340,1920,1920-TX-E04,3,1443.7,1461.0,17.32
24493,1920,1920-TX-E04,3,1500.0,1482.7,-17.32
12291,1920,1920-TX-E04,3,1528.8,1511.5,-17.32
12704,1920,1920-TX-E04,3,1545.1,1558.0,12.89
19238,1920,1920-TX-E04,3,1559.5,1572.3,12.89
3589,1920,1920-TX-E04,3,1484.0,1471.1,-12.89
5857,1920,1920-TX-E04,3,1483.7,1470.8,-12.89
12704,1920,1920-TX-E04,3,1558.0,1537.0,-21.02
19238,1920,1920-TX-E04,3,1572.3,1551.3,-21.02
13340,1920,1920-TX-E04,3,1461.0,1482.0,21.02
13137,1920,1920-TX-E04,3,1443.7,1464.7,21.02
19560,1920,1920-TX-E04,4,1500.0,1485.2,-14.83
3589,1920,1920-TX-E04,4,1471.1,1456.3,-14.83
5857,1920,1920-TX-E04,4,1470.8,1485.6,14.83
19238,1920,1920-TX-E04,4,1551.3,1566.2,14.83
12291,1920,1920-TX-E04,5,1511.5,1528.5,17.06
5857,1920,1920-TX-E04,5,1485.6,1502.7,17.06
6354,1920,1920-TX-E04,5,1560.5,1543.4,-17.06
24493,1920,1920-TX-E04,5,1482.7,1465.6,-17.06
3589,1920,1920-TX-E04,6,1456.3,1471.7,15.36
12704,1920,1920-TX-E04,6,1537.0,1552.4,15.36
3130,1920,1920-TX-E04,6,1500.0,1484.6,-15.36
24493,1920,1920-TX-E04,6,1465.6,1450.3,-15.36
12291,1920,1920-TX-E04,7,1528.5,1542.3,13.75
3130,1920,1920-TX-E04,7,1484.6,1498.4,13.75
13137,1920,1920-TX-E04,7,1464.7,1451.0,-13.75
24493,1920,1920-TX-E04,7,1450.3,1436.5,-13.75
12291,1920,1920-TX-E04,8,1542.3,1525.4,-16.86
3130,1920,1920-TX-E04,8,1498.4,1481.5,-16.86
13137,1920,1920-TX-E04,8,1451.0,1467.8,16.86
12704,1920,1920-TX-E04,8,1552.4,1569.2,16.86
19238,1920,1920-TX-E04,9,1566.2,1578.3,12.12
12704,1920,1920-TX-E04,9,1569.2,1581.3,12.12
13340,1920,1920-TX-E04,9,1482.0,1469.9,-12.12
3130,1920,1920-TX-E04,9,1481.5,1469.4,-12.12
13340,1920,1920-TX-E04,10,1469.9,1483.4,13.48
12704,1920,1920-TX-E04,10,1581.3,1594.8,13.48
3589,1920,1920-TX-E04,10,1471.7,1458.2,-13.48
3130,1920,1920-TX-E04,10,1469.4,1455.9,-13.48
12704,1920,1920-TX-E04,11,1594.8,1608.7,13.84
3589,1920,1920-TX-E04,11,1458.2,1472.0,13.84
5857,1920,1920-TX-E04,11,1502.7,1488.8,-13.84
3130,1920,1920-TX-E04,11,1455.9,1442.1,-13.84
12291,1920,1920-TX-E04,12,1525.4,1539.5,14.01
5857,1920,1920-TX-E04,12,1488.8,1502.8,14.01
19560,1920,1920-TX-E04,12,1485.2,1471.2,-14.01
3130,1920,1920-TX-E04,12,1442.1,1428.1,-14.01
13137,1920,1920-TX-E04,13,1467.8,1453.7,-14.08
19560,1920,1920-TX-E04,13,1471.2,1457.1,-14.08
12291,1920,1920-TX-E04,13,1539.5,1553.5,14.08
13340,1920,1920-TX-E04,13,1483.4,1497.5,14.08
19238,1920,1920-TX-E04,14,1578.3,1594.2,15.88
3589,1920,1920-TX-E04,14,1472.0,1487.9,15.88
12704,1920,1920-TX-E04,14,1608.7,1592.8,-15.88
24493,1920,1920-TX-E04,14,1436.5,1420.6,-15.88
6354,1920,1920-TX-E04,15,1543.4,1562.7,19.31
13340,1920,1920-TX-E04,15,1497.5,1516.8,19.31
19238,1920,1920-TX-E04,15,1594.2,1574.8,-19.31
12704,1920,1920-TX-E04,15,1592.8,1573.5,-19.31
14832,1920,1920-USIL-19ILLT1,1,1500.0,1484.0,-16.0
15005,1920,1920-USIL-19ILLT1,1,1500.0,1484.0,-16.0
7869,1920,1920-USIL-19ILLT1,1,1500.0,1516.0,16.0
11177,1920,1920-USIL-19ILLT1,1,1500.0,1516.0,16.0
10101,1920,1920-USIL-19ILLT1,1,1500.0,1516.0,16.0
6596,1920,1920-USIL-19ILLT1,1,1500.0,1516.0,16.0
14469,1920,1920-USIL-19ILLT1,1,1500.0,1484.0,-16.0
14723,1920,1920-USIL-19ILLT1,1,1500.0,1484.0,-16.0
3640,1920,1920-USIL-19ILLT1,2,1500.0,1485.1,-14.92
7317,1920,1920-USIL-19ILLT1,2,1453.2,1438.3,-14.92
13310,1920,1920-USIL-19ILLT1,2,1500.0,1514.9,14.92
11235,1920,1920-USIL-19ILLT1,2,1500.0,1514.9,14.92
6596,1920,1920-USIL-19ILLT1,2,1516.0,1499.3,-16.74
8899,1920,1920-USIL-19ILLT1,2,1500.0,1483.3,-16.74
14469,1920,1920-USIL-19ILLT1,2,1484.0,1500.7,16.74
8648,1920,1920-USIL-19ILLT1,2,1500.0,1516.7,16.74
16277,1920,1920-USIL-19ILLT1,3,1500.0,1516.0,16.0
14167,1920,1920-USIL-19ILLT1,3,1500.0,1516.0,16.0
9985,1920,1920-USIL-19ILLT1,3,1500.0,1484.0,-16.0
16905,1920,1920-USIL-19ILLT1,3,1500.0,1484.0,-16.0
6596,1920,1920-USIL-19ILLT1,3,1499.3,1515.3,16.05
10101,1920,1920-USIL-19ILLT1,3,1516.0,1532.1,16.05
14469,1920,1920-USIL-19ILLT1,3,1500.7,1484.7,-16.05
8648,1920,1920-USIL-19ILLT1,3,1516.7,1500.7,-16.05
12644,1920,1920-USIL-19ILLT1,4,1500.0,1516.0,16.02
9788,1920,1920-USIL-19ILLT1,4,1500.0,1516.0,16.02
15387,1920,1920-USIL-19ILLT1,4,1500.0,1484.0,-16.02
8648,1920,1920-USIL-19ILLT1,4,1500.7,1484.7,-16.02
11283,1920,1920-USIL-19ILLT1,5,1500.0,1483.6,-16.37
9189,1920,1920-USIL-19ILLT1,5,1500.0,1483.6,-16.37
14723,1920,1920-USIL-19ILLT1,5,1484.0,1500.4,16.37
16244,1920,1920-USIL-19ILLT1,5,1500.0,1516.4,16.37
15356,1920,1920-USIL-19ILLT1,6,1500.0,1485.4,-14.56
14469,1920,1920-USIL-19ILLT1,6,1484.7,1470.1,-14.56
6596,1920,1920-USIL-19ILLT1,6,1515.3,1529.9,14.56
10101,1920,1920-USIL-19ILLT1,6,1532.1,1546.6,14.56
9163,1920,1920-USIL-19ILLT1,7,1500.0,1484.0,-15.97
8899,1920,1920-USIL-19ILLT1,7,1483.3,1467.3,-15.97
13594,1920,1920-USIL-19ILLT1,7,1500.0,1516.0,15.97
8648,1920,1920-USIL-19ILLT1,7,1484.7,1500.6,15.97
7317,1920,1920-USIL-19ILLT1,8,1438.3,1424.1,-14.21
9189,1920,1920-USIL-19ILLT1,8,1483.6,1469.4,-14.21
9788,1920,1920-USIL-19ILLT1,8,1516.0,1530.2,14.21
9985,1920,1920-USIL-19ILLT1,8,1484.0,1498.2,14.21
16905,1920,1920-USIL-19ILLT1,9,1484.0,1467.0,-17.03
13310,1920,1920-USIL-19ILLT1,9,1514.9,1497.9,-17.03
14832,1920,1920-USIL-19ILLT1,9,1484.0,1501.0,17.03
14469,1920,1920-USIL-19ILLT1,9,1470.1,1487.2,17.03
11177,1920,1920-USIL-19ILLT1,10,1516.0,1532.7,16.73
9163,1920,1920-USIL-19ILLT1,10,1484.0,1500.8,16.73
10101,1920,1920-USIL-19ILLT1,10,1546.6,1529.9,-16.73
3640,1920,1920-USIL-19ILLT1,10,1485.1,1468.3,-16.73
6596,1920,1920-USIL-19ILLT1,11,1529.9,1545.2,15.32
8899,1920,1920-USIL-19ILLT1,11,1467.3,1482.6,15.32
15005,1920,1920-USIL-19ILLT1,11,1484.0,1468.7,-15.32
11283,1920,1920-USIL-19ILLT1,11,1483.6,1468.3,-15.32
7869,1920,1920-USIL-19ILLT1,12,1516.0,1532.4,16.36
14723,1920,1920-USIL-19ILLT1,12,1500.4,1516.7,16.36
16277,1920,1920-USIL-19ILLT1,12,1516.0,1499.6,-16.36
13594,1920,1920-USIL-19ILLT1,12,1516.0,1499.6,-16.36
16244,1920,1920-USIL-19ILLT1,13,1516.4,1532.3,15.93
15356,1920,1920-USIL-19ILLT1,13,1485.4,1501.4,15.93
11235,1920,1920-USIL-19ILLT1,13,1514.9,1499.0,-15.93
15387,1920,1920-USIL-19ILLT1,13,1484.0,1468.1,-15.93
12644,1920,1920-USIL-19ILLT1,14,1516.0,1500.0,-15.98
3640,1920,1920-USIL-19ILLT1,14,1468.3,1452.4,-15.98
14167,1920,1920-USIL-19ILLT1,14,1516.0,1532.0,15.98
9189,1920,1920-USIL-19ILLT1,14,1469.4,1485.4,15.98
16277,1920,1920-USIL-19ILLT1,15,1499.6,1482.9,-16.78
11177,1920,1920-USIL-19ILLT1,15,1532.7,1515.9,-16.78
8648,1920,1920-USIL-19ILLT1,15,1500.6,1517.4,16.78
13310,1920,1920-USIL-19ILLT1,15,1497.9,1514.7,16.78
16905,1920,1920-USIL-19ILLT1,16,1467.0,1452.8,-14.12
8899,1920,1920-USIL-19ILLT1,16,1482.6,1468.5,-14.12
15356,1920,1920-USIL-19ILLT1,16,1501.4,1515.5,14.12
9788,1920,1920-USIL-19ILLT1,16,1530.2,1544.3,14.12
12644,1920,1920-USIL-19ILLT1,17,1500.0,1516.8,16.77
13594,1920,1920-USIL-19ILLT1,17,1499.6,1516.4,16.77
16244,1920,1920-USIL-19ILLT1,17,1532.3,1515.5,-16.77
14832,1920,1920-USIL-19ILLT1,17,1501.0,1484.3,-16.77
15005,1920,1920-USIL-19ILLT1,18,1468.7,1454.4,-14.25
14723,1920,1920-USIL-19ILLT1,18,1516.7,1502.5,-14.25
14167,1920,1920-USIL-19ILLT1,18,1532.0,1546.2,14.25
10101,1920,1920-USIL-19ILLT1,18,1529.9,1544.1,14.25
11283,1920,1920-USIL-19ILLT1,19,1468.3,1453.5,-14.82
15387,1920,1920-USIL-19ILLT1,19,1468.1,1453.2,-14.82
14469,1920,1920-USIL-19ILLT1,19,1487.2,1502.0,14.82
9163,1920,1920-USIL-19ILLT1,19,1500.8,1515.6,14.82
9985,1920,1920-USIL-19ILLT1,20,1498.2,1481.9,-16.28
6596,1920,1920-USIL-19ILLT1,20,1545.2,1528.9,-16.28
11235,1920,1920-USIL-19ILLT1,20,1499.0,1515.3,16.28
7869,1920,1920-USIL-19ILLT1,20,1532.4,1548.6,16.28
7317,1920,1920-USIL-19ILLT1,21,1424.1,1408.4,-15.67
14167,1920,1920-USIL-19ILLT1,21,1546.2,1530.5,-15.67
8899,1920,1920-USIL-19ILLT1,21,1468.5,1484.2,15.67
11177,1920,1920-USIL-19ILLT1,21,1515.9,1531.6,15.67
10101,1920,1920-USIL-19ILLT1,22,1544.1,1527.5,-16.61
16905,1920,1920-USIL-19ILLT1,22,1452.8,1436.2,-16.61
11283,1920,1920-USIL-19ILLT1,22,1453.5,1470.1,16.61
12644,1920,1920-USIL-19ILLT1,22,1516.8,1533.4,16.61
9788,1920,1920-USIL-19ILLT1,23,1544.3,1528.8,-15.59
14469,1920,1920-USIL-19ILLT1,23,1502.0,1486.4,-15.59
16244,1920,1920-USIL-19ILLT1,23,1515.5,1531.1,15.59
7869,1920,1920-USIL-19ILLT1,23,1548.6,1564.2,15.59
13594,1920,1920-USIL-19ILLT1,24,1516.4,1500.0,-16.39
13310,1920,1920-USIL-19ILLT1,24,1514.7,1498.3,-16.39
6596,1920,1920-USIL-19ILLT1,24,1528.9,1545.3,16.39
9189,1920,1920-USIL-19ILLT1,24,1485.4,1501.8,16.39
9163,1920,1920-USIL-19ILLT1,25,1515.6,1530.6,14.99
11235,1920,1920-USIL-19ILLT1,25,1515.3,1530.3,14.99
14723,1920,1920-USIL-19ILLT1,25,1502.5,1487.5,-14.99
14832,1920,1920-USIL-19ILLT1,25,1484.3,1469.3,-14.99
8648,1920,1920-USIL-19ILLT1,26,1517.4,1532.7,15.28
9985,1920,1920-USIL-19ILLT1,26,1481.9,1497.2,15.28
3640,1920,1920-USIL-19ILLT1,26,1452.4,1437.1,-15.28
15356,1920,1920-USIL-19ILLT1,26,1515.5,1500.2,-15.28
15387,1920,1920-USIL-19ILLT1,27,1453.2,1435.6,-17.68
16277,1920,1920-USIL-19ILLT1,27,1482.9,1465.2,-17.68
15005,1920,1920-USIL-19ILLT1,27,1454.4,1472.1,17.68
7317,1920,1920-USIL-19ILLT1,27,1408.4,1426.1,17.68
7869,1920,1920-USIL-19ILLT1,28,1564.2,1547.2,-17.03
13310,1920,1920-USIL-19ILLT1,28,1498.3,1481.3,-17.03
8899,1920,1920-USIL-19ILLT1,28,1484.2,1501.2,17.03
12644,1920,1920-USIL-19ILLT1,28,1533.4,1550.5,17.03
14832,1920,1920-USIL-19ILLT1,29,1469.3,1455.4,-13.91
11283,1920,1920-USIL-19ILLT1,29,1470.1,1456.2,-13.91
15356,1920,1920-USIL-19ILLT1,29,1500.2,1514.1,13.91
14167,1920,1920-USIL-19ILLT1,29,1530.5,1544.5,13.91
10101,1920,1920-USIL-19ILLT1,30,1527.5,1541.4,13.92
11235,1920,1920-USIL-19ILLT1,30,1530.3,1544.2,13.92
9189,1920,1920-USIL-19ILLT1,30,1501.8,1487.9,-13.92
16277,1920,1920-USIL-19ILLT1,30,1465.2,1451.3,-13.92
15387,1920,1920-USIL-19ILLT1,31,1435.6,1450.8,15.29
11177,1920,1920-USIL-19ILLT1,31,1531.6,1546.9,15.29
13594,1920,1920-USIL-19ILLT1,31,1500.0,1484.7,-15.29
16905,1920,1920-USIL-19ILLT1,31,1436.2,1420.9,-15.29
8648,1920,1920-USIL-19ILLT1,32,1532.7,1546.3,13.59
14469,1920,1920-USIL-19ILLT1,32,1486.4,1500.0,13.59
14723,1920,1920-USIL-19ILLT1,32,1487.5,1473.9,-13.59
7317,1920,1920-USIL-19ILLT1,32,1426.1,1412.5,-13.59
9985,1920,1920-USIL-19ILLT1,33,1497.2,1480.6,-16.59
16244,1920,1920-USIL-19ILLT1,33,1531.1,1514.5,-16.59
9163,1920,1920-USIL-19ILLT1,33,1530.6,1547.2,16.59
15005,1920,1920-USIL-19ILLT1,33,1472.1,1488.7,16.59
3640,1920,1920-USIL-19ILLT1,34,1437.1,1421.8,-15.29
9788,1920,1920-USIL-19ILLT1,34,1528.8,1513.5,-15.29
6596,1920,1920-USIL-19ILLT1,34,1545.3,1560.6,15.29
16277,1920,1920-USIL-19ILLT1,34,1451.3,1466.6,15.29
15005,1920,1920-USIL-19ILM2,1,1488.7,1502.9,14.16
12644,1920,1920-USIL-19ILM2,1,1550.5,1564.6,14.16
7317,1920,1920-USIL-19ILM2,1,1412.5,1398.3,-14.16
8648,1920,1920-USIL-19ILM2,1,1546.3,1532.1,-14.16
16244,1920,1920-USIL-19ILM2,2,1514.5,1495.8,-18.7
11235,1920,1920-USIL-19ILM2,2,1544.2,1525.5,-18.7
16277,1920,1920-USIL-19ILM2,2,1466.6,1485.3,18.7
14723,1920,1920-USIL-19ILM2,2,1473.9,1492.6,18.7
9985,1920,1920-USIL-19ILM2,3,1480.6,1465.9,-14.75
9788,1920,1920-USIL-19ILM2,3,1513.5,1498.7,-14.75
8899,1920,1920-USIL-19ILM2,3,1501.2,1516.0,14.75
9163,1920,1920-USIL-19ILM2,3,1547.2,1561.9,14.75
14469,1920,1920-USIL-19ILM2,4,1500.0,1516.4,16.45
13310,1920,1920-USIL-19ILM2,4,1481.3,1497.7,16.45
14167,1920,1920-USIL-19ILM2,4,1544.5,1528.0,-16.45
11283,1920,1920-USIL-19ILM2,4,1456.2,1439.8,-16.45
7317,1920,1920-USIL-19ILM2,5,1398.3,1382.1,-16.27
12644,1920,1920-USIL-19ILM2,5,1564.6,1548.3,-16.27
9985,1920,1920-USIL-19ILM2,5,1465.9,1482.1,16.27
16277,1920,1920-USIL-19ILM2,5,1485.3,1501.5,16.27
8648,1920,1920-USIL-19ILM2,6,1532.1,1514.2,-17.87
9163,1920,1920-USIL-19ILM2,6,1561.9,1544.0,-17.87
14469,1920,1920-USIL-19ILM2,6,1516.4,1534.3,17.87
16244,1920,1920-USIL-19ILM2,6,1495.8,1513.7,17.87
13310,1920,1920-USIL-19ILM2,7,1497.7,1481.3,-16.42
8899,1920,1920-USIL-19ILM2,7,1516.0,1499.5,-16.42
15005,1920,1920-USIL-19ILM2,7,1502.9,1519.3,16.42
14723,1920,1920-USIL-19ILM2,7,1492.6,1509.0,16.42
9788,1920,1920-USIL-19ILM2,8,1498.7,1517.3,18.62
11283,1920,1920-USIL-19ILM2,8,1439.8,1458.4,18.62
11235,1920,1920-USIL-19ILM2,8,1525.5,1506.9,-18.62
14167,1920,1920-USIL-19ILM2,8,1528.0,1509.4,-18.62
14723,1920,1920-USIL-19ILM2,9,1509.0,1523.5,14.53
13310,1920,1920-USIL-19ILM2,9,1481.3,1495.8,14.53
9163,1920,1920-USIL-19ILM2,9,1544.0,1529.5,-14.53
7317,1920,1920-USIL-19ILM2,9,1382.1,1367.5,-14.53
14167,1920,1920-USIL-19ILM2,10,1509.4,1493.1,-16.25
9788,1920,1920-USIL-19ILM2,10,1517.3,1501.1,-16.25
8648,1920,1920-USIL-19ILM2,10,1514.2,1530.5,16.25
16277,1920,1920-USIL-19ILM2,10,1501.5,1517.8,16.25
8899,1920,1920-USIL-19ILM2,11,1499.5,1515.4,15.85
16244,1920,1920-USIL-19ILM2,11,1513.7,1529.6,15.85
12644,1920,1920-USIL-19ILM2,11,1548.3,1532.5,-15.85
11283,1920,1920-USIL-19ILM2,11,1458.4,1442.5,-15.85
15005,1920,1920-USIL-19ILM2,12,1519.3,1535.1,15.78
11235,1920,1920-USIL-19ILM2,12,1506.9,1522.6,15.78
9985,1920,1920-USIL-19ILM2,12,1482.1,1466.4,-15.78
14469,1920,1920-USIL-19ILM2,12,1534.3,1518.5,-15.78
16244,1920,1920-USIL-19ILM2,13,1529.6,1544.1,14.5
12644,1920,1920-USIL-19ILM2,13,1532.5,1547.0,14.5
13310,1920,1920-USIL-19ILM2,13,1495.8,1481.3,-14.5
9788,1920,1920-USIL-19ILM2,13,1501.1,1486.6,-14.5
7317,1920,1920-USIL-19ILM2,14,1367.5,1354.9,-12.63
16277,1920,1920-USIL-19ILM2,14,1517.8,1505.1,-12.63
14469,1920,1920-USIL-19ILM2,14,1518.5,1531.1,12.63
8899,1920,1920-USIL-19ILM2,14,1515.4,1528.0,12.63
14723,1920,1920-USIL-19ILM2,15,1523.5,1539.2,15.61
9985,1920,1920-USIL-19ILM2,15,1466.4,1482.0,15.61
11283,1920,1920-USIL-19ILM2,15,1442.5,1426.9,-15.61
8648,1920,1920-USIL-19ILM2,15,1530.5,1514.9,-15.61
11235,1920,1920-USIL-19ILM2,16,1522.6,1506.1,-16.55
9163,1920,1920-USIL-19ILM2,16,1529.5,1513.0,-16.55
14167,1920,1920-USIL-19ILM2,16,1493.1,1509.7,16.55
15005,1920,1920-USIL-19ILM2,16,1535.1,1551.6,16.55
14723,1920,1920-USIL-19ILM2,17,1539.2,1554.3,15.16
14469,1920,1920-USIL-19ILM2,17,1531.1,1546.3,15.16
12644,1920,1920-USIL-19ILM2,17,1547.0,1531.8,-15.16
9788,1920,1920-USIL-19ILM2,17,1486.6,1471.4,-15.16
11283,1920,1920-USIL-19ILM2,18,1426.9,1413.9,-12.99
16277,1920,1920-USIL-19ILM2,18,1505.1,1492.2,-12.99
9163,1920,1920-USIL-19ILM2,18,1513.0,1525.9,12.99
15005,1920,1920-USIL-19ILM2,18,1551.6,1564.6,12.99
8899,1920,1920-USIL-19ILM2,19,1528.0,1510.7,-17.28
8648,1920,1920-USIL-19ILM2,19,1514.9,1497.6,-17.28
13310,1920,1920-USIL-19ILM2,19,1481.3,1498.6,17.28
11235,1920,1920-USIL-19ILM2,19,1506.1,1523.4,17.28
9985,1920,1920-USIL-19ILM2,20,1482.0,1470.8,-11.16
7317,1920,1920-USIL-19ILM2,20,1354.9,1343.7,-11.16
16244,1920,1920-USIL-19ILM2,20,1544.1,1555.2,11.16
14167,1920,1920-USIL-19ILM2,20,1509.7,1520.8,11.16
11235,1920,1920-USIL-19ILM3,1,1523.4,1507.8,-15.56
14167,1920,1920-USIL-19ILM3,1,1520.8,1505.3,-15.56
15005,1920,1920-USIL-19ILM3,1,1564.6,1580.2,15.56
13310,1920,1920-USIL-19ILM3,1,1498.6,1514.1,15.56
8648,1920,1920-USIL-19ILM3,2,1497.6,1479.2,-18.39
16277,1920,1920-USIL-19ILM3,2,1492.2,1473.8,-18.39
9788,1920,1920-USIL-19ILM3,2,1471.4,1489.8,18.39
11283,1920,1920-USIL-19ILM3,2,1413.9,1432.3,18.39
16244,1920,1920-USIL-19ILM3,3,1555.2,1565.4,10.15
9163,1920,1920-USIL-19ILM3,3,1525.9,1536.1,10.15
9985,1920,1920-USIL-19ILM3,3,1470.8,1460.7,-10.15
7317,1920,1920-USIL-19ILM3,3,1343.7,1333.6,-10.15
12644,1920,1920-USIL-19ILM3,4,1531.8,1517.2,-14.67
8899,1920,1920-USIL-19ILM3,4,1510.7,1496.1,-14.67
14469,1920,1920-USIL-19ILM3,4,1546.3,1561.0,14.67
14723,1920,1920-USIL-19ILM3,4,1554.3,1569.0,14.67
15005,1920,1920-USIL-19ILM3,5,1580.2,1591.0,10.82
9985,1920,1920-USIL-19ILM3,5,1460.7,1471.5,10.82
7317,1920,1920-USIL-19ILM3,5,1333.6,1322.8,-10.82
16277,1920,1920-USIL-19ILM3,5,1473.8,1463.0,-10.82
14469,1920,1920-USIL-19ILM3,6,1561.0,1577.1,16.08
8648,1920,1920-USIL-19ILM3,6,1479.2,1495.3,16.08
11235,1920,1920-USIL-19ILM3,6,1507.8,1491.7,-16.08
9163,1920,1920-USIL-19ILM3,6,1536.1,1520.0,-16.08
13310,1920,1920-USIL-19ILM3,7,1514.1,1529.1,14.96
12644,1920,1920-USIL-19ILM3,7,1517.2,1532.1,14.96
8899,1920,1920-USIL-19ILM3,7,1496.1,1481.1,-14.96
9788,1920,1920-USIL-19ILM3,7,1489.8,1474.9,-14.96
14723,1920,1920-USIL-19ILM3,8,1569.0,1586.6,17.59
11283,1920,1920-USIL-19ILM3,8,1432.3,1449.9,17.59
14167,1920,1920-USIL-19ILM3,8,1505.3,1487.7,-17.59
16244,1920,1920-USIL-19ILM3,8,1565.4,1547.8,-17.59
8899,1920,1920-USIL-19ILM3,9,1481.1,1466.6,-14.51
9163,1920,1920-USIL-19ILM3,9,1520.0,1505.5,-14.51
15005,1920,1920-USIL-19ILM3,9,1591.0,1605.5,14.51
9788,1920,1920-USIL-19ILM3,9,1474.9,1489.4,14.51
11283,1920,1920-USIL-19ILM3,10,1449.9,1435.3,-14.58
11235,1920,1920-USIL-19ILM3,10,1491.7,1477.1,-14.58
9985,1920,1920-USIL-19ILM3,10,1471.5,1486.1,14.58
12644,1920,1920-USIL-19ILM3,10,1532.1,1546.7,14.58
7317,1920,1920-USIL-19ILM3,11,1322.8,1312.4,-10.35
8648,1920,1920-USIL-19ILM3,11,1495.3,1485.0,-10.35
14167,1920,1920-USIL-19ILM3,11,1487.7,1498.0,10.35
14723,1920,1920-USIL-19ILM3,11,1586.6,1596.9,10.35
13310,1920,1920-USIL-19ILM3,12,1529.1,1510.9,-18.18
14469,1920,1920-USIL-19ILM3,12,1577.1,1558.9,-18.18
16277,1920,1920-USIL-19ILM3,12,1463.0,1481.1,18.18
16244,1920,1920-USIL-19ILM3,12,1547.8,1566.0,18.18
9788,1920,1920-USIL-19ILM3,13,1489.4,1473.3,-16.08
14723,1920,1920-USIL-19ILM3,13,1596.9,1580.8,-16.08
11235,1920,1920-USIL-19ILM3,13,1477.1,1493.2,16.08
15005,1920,1920-USIL-19ILM3,13,1605.5,1621.6,16.08
9163,1920,1920-USIL-19ILM3,14,1505.5,1490.0,-15.44
14167,1920,1920-USIL-19ILM3,14,1498.0,1482.6,-15.44
16277,1920,1920-USIL-19ILM3,14,1481.1,1496.6,15.44
12644,1920,1920-USIL-19ILM3,14,1546.7,1562.1,15.44
16244,1920,1920-USIL-19ILM3,15,1566.0,1579.7,13.7
9985,1920,1920-USIL-19ILM3,15,1486.1,1499.8,13.7
8899,1920,1920-USIL-19ILM3,15,1466.6,1452.9,-13.7
8648,1920,1920-USIL-19ILM3,15,1485.0,1471.3,-13.7
